1 135945_558573 18.835926325
2 135945_594596 18.7540379766
3 135945_621697 18.7695633978
4 135945_649415 18.707728228
5 135945_691646 18.7666855756
6 135945_717777 18.7924841047
7 135945_759883 18.7988746931
8 135945_787814 18.7376757173
9 135945_816919 18.7910396677
10 135945_861394 18.6963919277
11 135945_889700 18.7224175619
12 135945_918758 18.7705775536
13 135945_954383 18.7221973314
14 135945_987583 18.7435433043
15 135946_015992 18.7478050282
16 135946_048260 19.4536476748
17 135946_090103 20.555433363
18 135946_115807 22.4138248084
19 135946_156674 -154.915276801
20 135946_181606 -152.410612359
21 135946_222830 -149.197886557
22 135946_247684 -145.726217008
23 135946_288029 -141.917276847
24 135946_312848 -137.567117665
25 135946_355109 -131.82597746
26 135946_380280 -126.322395241
27 135946_421608 -119.941297189
28 135946_447622 -111.433458093
29 135946_491718 -103.950798353
30 135946_519483 -99.9547929956
31 135946_563627 -97.2600021514
32 135946_590413 126.520054906
33 135946_618610 126.413997019
34 135946_661822 126.776097528
35 135946_688856 128.538829695
36 135946_716738 129.061091642
37 135946_759649 128.67249945
38 135946_785901 128.963463249
39 135946_828490 129.481687572
40 135946_854719 129.910609674
41 135946_882850 130.801648351
42 135946_926269 130.142407005
43 135946_953062 129.899697529
44 135946_994620 129.718492121
45 135947_021023 130.055805699
46 135947_048741 129.994407973
47 135947_090807 130.215562932
48 135947_117160 130.20086693
49 135947_158711 129.536844009
50 135947_183839 129.223551409
51 135947_225956 129.637387207
52 135947_252566 129.320339646
53 135947_294567 129.773034941
54 135947_321623 129.364467078
55 135947_347664 129.472509687
56 135947_389667 129.66507833
57 135947_414169 129.799465617
58 135947_455133 129.729189014
59 135947_480835 129.584413362
60 135947_522839 129.456327134
61 135947_548969 129.621994167
62 135947_592379 129.44055214
63 135947_618688 129.513867609
64 135947_661596 129.608645175
65 135947_688048 129.786396018
66 135947_715208 129.312853682
67 135947_758768 129.463514043
68 135947_785446 129.571951179
69 135947_828393 129.499649789
70 135947_854791 129.60349278
71 135947_882358 129.817461322
72 135947_925751 129.43162404
73 135947_952360 129.656403904
74 135947_994137 129.549977668
75 135948_019666 129.776928355
76 135948_061132 129.657727876
77 135948_087751 129.37799274
78 135948_114980 129.522877211
79 135948_157747 129.333670177
80 135948_184262 129.500529777
81 135948_227364 129.44149563
82 135948_253870 129.71726817
83 135948_281522 129.615353621
84 135948_325594 129.710524979
85 135948_358424 129.351016063
86 135948_394162 129.344870883
87 135948_421664 129.264542487
88 135948_449060 129.692958191
89 135948_491189 129.663484344
90 135948_517779 129.376474385
91 135948_559250 129.664602623
92 135948_585729 129.732637224
93 135948_628189 129.603266585
94 135948_655157 129.247658804
95 135948_683188 129.501826114
96 135948_724478 129.628121474
97 135948_751448 129.691794494
98 135948_793264 129.785025645
99 135948_819408 129.58052308
100 135948_861563 129.69631548
101 135948_887159 129.612130215
102 135948_914498 129.53274949
103 135948_956672 129.459540728
104 135948_991006 129.462457835
105 135949_019263 129.306833812
106 135949_061055 129.563587135
107 135949_085976 129.343055128
108 135949_127375 129.34957612
109 135949_152961 129.804397236
110 135949_194539 129.509254397
111 135949_220111 129.851281361
112 135949_261084 129.656072364
113 135949_286269 129.693578673
114 135949_327521 129.52538204
115 135949_352721 129.338449602
116 135949_394104 129.306280095
117 135949_419087 129.446629467
118 135949_460678 129.765229103
119 135949_485550 129.644337519
120 135949_526710 129.518695617
121 135949_551346 129.533517779
122 135949_592313 129.562682786
123 135949_617548 129.263089072
124 135949_658375 129.582914345
125 135949_684394 129.433729728
126 135949_725444 129.717032919
127 135949_751334 129.324277044
128 135949_793188 129.7161389
