1 225301_072634 -86.7125178526
2 225301_108904 -86.7177714938
3 225301_136101 -86.7107105058
4 225301_179034 -86.7321688193
5 225301_205221 -86.7268547869
6 225301_232961 -86.7255486471
7 225301_276131 -86.7191369804
8 225301_302467 -86.7284712497
9 225301_345388 -86.7296805416
10 225301_371946 -86.7231087315
11 225301_400697 -86.7301092683
12 225301_443703 -86.7226693341
13 225301_470568 -86.711356815
14 225301_498565 -86.7277134186
15 225301_540618 -86.7263144295
16 225301_566851 -86.6936053834
17 225301_608810 -86.7152079563
18 225301_635639 -86.7105694054
19 225301_677565 -86.7341880903
20 225301_706030 -86.7115377535
21 225301_734694 -86.704572252
22 225301_772176 -86.6999175709
23 225301_805127 -86.7203050804
24 225301_832434 -86.7158186871
25 225301_874110 -86.7132046547
26 225301_902593 -86.7199803453
27 225301_947161 -86.7139490898
28 225301_975933 -86.6987722696
29 225302_005602 -86.6992986944
30 225302_035117 -86.7292952233
31 225302_080529 -86.7177647238
32 225302_108990 -86.7176972327
33 225302_137818 -86.7226777465
34 225302_164892 -86.7016719299
35 225302_206933 -86.7112065237
36 225302_233009 -86.7058163964
37 225302_276831 -86.6972442237
38 225302_303887 -86.7012372959
39 225302_333113 -86.7236061485
40 225302_366275 -86.6889793571
41 225302_410238 -86.6979867163
42 225302_438338 -86.7094797888
43 225302_468536 -86.7211751482
44 225302_513053 -86.7277883383
45 225302_541931 -86.7010260206
46 225302_571985 -86.707593073
47 225302_602023 -86.7147962291
48 225302_645290 -86.73132802
49 225302_672199 -86.7366045419
50 225302_699608 -86.7240784383
51 225302_744657 -86.7033336899
52 225302_771967 -86.7039638946
53 225302_801001 -86.7049574334
54 225302_845935 -86.7263980499
55 225302_873653 -86.702191288
56 225302_901729 -86.7084390217
57 225302_944550 -86.6934255914
58 225302_970494 -86.7133348273
59 225303_012681 -86.7082549946
60 225303_039961 -86.7039028302
61 225303_069906 -86.1825062338
62 225303_099709 -86.7038403288
63 225303_144692 -86.7018902756
64 225303_172032 -86.7165589397
65 225303_201441 -86.7263970624
66 225303_246421 -86.7226291601
67 225303_274284 -86.702556579
68 225303_303828 -86.7075988908
69 225303_334965 -86.7100285847
70 225303_378721 -86.7123785254
71 225303_405208 -86.7250851866
72 225303_433361 -86.7131810731
73 225303_476953 -86.7060210874
74 225303_503730 -86.7195480659
75 225303_532340 -86.7335082045
76 225303_576026 -86.7153909307
77 225303_602186 -86.7199626812
78 225303_645217 -86.6949537345
79 225303_672258 -86.7043970567
80 225303_701544 -86.7184276177
81 225303_745220 -86.7131045842
82 225303_773737 -86.7304627361
83 225303_804010 -86.1949275862
84 225303_833935 -86.7215985304
85 225303_877514 -86.720497198
86 225303_906022 -86.7069414932
87 225303_935684 -86.716837637
88 225303_979384 -86.7192489321
89 225304_007855 -86.7440675837
90 225304_037941 -86.7164133391
91 225304_068357 -86.7233470334
92 225304_110568 -86.7136154188
93 225304_137750 -86.7189115551
94 225304_165672 -86.7278762381
95 225304_209753 -86.7207417128
96 225304_237892 -86.7050206741
97 225304_267528 -86.7240404831
98 225304_313049 -86.715907235
99 225304_342198 -86.7152738
100 225304_372176 -86.7291942889
101 225304_402508 -86.7249051117
102 225304_447409 -86.7266546127
103 225304_474529 -86.7276744705
104 225304_502463 -86.6991430135
105 225304_547111 -86.7153860022
106 225304_574358 -86.7174805235
107 225304_604275 -86.7350999056
108 225304_633394 -86.7025167763
109 225304_676293 -86.7455695776
110 225304_703885 -86.7361052807
111 225304_732125 -86.7170671754
112 225304_775264 -86.7294908089
113 225304_801680 -86.7314927112
114 225304_845743 -86.7346102919
115 225304_874198 -86.7203426099
116 225304_901927 -86.7264019145
117 225304_944812 -86.7329493567
118 225304_971019 -86.7166151719
119 225304_999639 -86.7154628857
120 225305_044074 -86.7212104817
121 225305_072836 -86.7124450046
122 225305_102431 -86.7348508063
123 225305_146588 -86.7365609196
124 225305_174477 -86.7204229302
125 225305_204558 -86.1647672907
126 225305_233509 -86.7072604635
127 225305_278082 -86.7396183517
128 225305_305729 -86.7103155548
129 225305_333781 -86.7087945283
130 225305_376561 -86.7395781422
131 225305_402449 -86.70929761
132 225305_445069 -86.7167066612
133 225305_471952 -86.7196778775
134 225305_499632 -86.7307887486
135 225305_543174 -86.6946363183
136 225305_570068 -86.7185325519
137 225305_613079 -86.7191486056
138 225305_640245 -86.7198365815
139 225305_668632 -86.7275040931
140 225305_710683 -86.7352160241
141 225305_736632 -86.7265499742
142 225305_785655 -86.7317130917
143 225305_811846 -86.708722319
144 225305_839808 -86.7095883952
145 225305_867082 -86.7109237727
146 225305_910105 -86.7017133163
147 225305_936708 -86.7153196239
148 225305_978806 -86.7310788276
149 225306_005288 -86.705742277
150 225306_033631 -86.7133770022
151 225306_076775 -86.7261104924
152 225306_104586 -86.704952398
