1 230505_838821 91.143442247
2 230505_886612 91.1382884391
3 230505_911407 91.1345199641
4 230505_952180 91.1406307494
5 230505_978025 91.1284474903
6 230506_019063 91.125796613
7 230506_044600 91.1306884891
8 230506_086740 91.1427505686
9 230506_111859 91.1525606654
10 230506_153367 91.1320456424
11 230506_178116 91.1483226434
12 230506_218662 91.1612834441
13 230506_243737 91.1499138384
14 230506_284198 91.129092914
15 230506_309327 91.1370924304
16 230506_350646 91.1595190313
17 230506_376295 91.1424088918
18 230506_417137 91.1278271478
19 230506_443309 91.1504855233
20 230506_484977 91.11859646
21 230506_511273 91.1225316875
22 230506_551990 91.1410181397
23 230506_576835 91.1306006788
24 230506_616655 91.1361517055
25 230506_642951 91.1495720694
26 230506_683800 91.1409668058
27 230506_708740 91.1130401688
28 230506_749411 91.1497910569
29 230506_775634 91.1340545015
30 230506_816654 91.4008699098
31 230506_842269 91.1601207236
32 230506_882869 91.3963925558
33 230506_907706 91.1103343829
34 230506_948073 91.1158140586
35 230506_973286 91.1408343497
36 230507_013736 91.1482139551
37 230507_038788 91.1770057288
38 230507_079362 91.1297585278
39 230507_120793 91.141793118
40 230507_152489 91.4175544469
41 230507_180656 91.133970782
42 230507_208640 91.1535770034
43 230507_251182 91.1411787235
44 230507_277642 91.1728146989
45 230507_320810 91.4138196988
46 230507_346701 91.1362816624
47 230507_373151 91.1335398375
48 230507_414688 91.1780386807
49 230507_440879 91.1321543869
50 230507_482672 91.1398209042
51 230507_509181 91.1621841696
52 230507_551043 91.1603223839
53 230507_578322 91.1467262716
54 230507_621078 91.1554968051
55 230507_647679 91.138662864
56 230507_674341 91.1241487319
57 230507_716406 91.1413654701
58 230507_742382 91.1321642588
59 230507_784107 91.1427606818
60 230507_809471 91.1499831352
61 230507_851655 91.124066743
62 230507_876380 91.1266969526
63 230507_917448 91.1383129797
64 230507_942557 91.1509431114
65 230507_983605 91.1465481743
66 230508_008410 91.1578419669
67 230508_050089 91.1529299151
68 230508_076329 91.1527664242
69 230508_117178 91.1633824923
70 230508_142863 91.1407293966
71 230508_186361 91.1461866266
72 230508_213011 91.1410537017
73 230508_240071 91.149450453
74 230508_282049 91.1219829256
75 230508_307673 91.150390382
76 230508_349075 91.1470950192
77 230508_374033 91.4049929894
78 230508_415445 91.1548870111
79 230508_441705 91.1360155961
80 230508_483694 91.1501178663
81 230508_509974 91.1554766448
82 230508_551237 91.161781716
83 230508_576997 91.1287475686
84 230508_618592 91.1471800271
85 230508_644357 91.1497833073
86 230508_686301 91.1280628136
87 230508_711745 91.1372659894
88 230508_752552 91.1292765888
89 230508_778628 91.1483263163
90 230508_819447 91.1526958099
91 230508_845855 91.4041988318
92 230508_873906 91.1671006576
93 230508_917098 91.1438273555
94 230508_942629 91.1246800708
95 230508_984834 91.1449532358
96 230509_010315 91.1515483667
97 230509_052067 91.1342233517
98 230509_077821 91.1523201239
99 230509_120859 91.1302017303
100 230509_146083 91.1413492251
101 230509_172258 91.1340196256
102 230509_213451 91.1447566792
103 230509_239159 91.1485398693
104 230509_280917 91.1363209219
105 230509_307322 91.1317931272
106 230509_349969 91.1505455903
107 230509_375359 91.1179494441
108 230509_416263 91.1602593862
109 230509_442328 91.1481822829
110 230509_484868 91.1455869654
111 230509_509804 91.1560907405
112 230509_550834 91.1494265267
113 230509_575950 91.4059419527
114 230509_616511 91.1512186179
115 230509_643732 91.1573154002
116 230509_686441 91.161647138
117 230509_713309 91.1461548217
118 230509_741299 91.1384413506
119 230509_782770 91.1297033317
120 230509_808251 91.1467517209
121 230509_850267 91.1358170061
122 230509_876501 91.1195874204
123 230509_918178 91.1469130498
124 230509_945283 91.1435407991
125 230509_986881 91.1350649716
126 230510_012588 91.1601942288
127 230510_039371 91.1136133096
128 230510_081316 91.1249139697
129 230510_107493 91.1403652257
130 230510_150309 91.1085529717
131 230510_175725 91.1457449795
132 230510_217020 91.1262450394
133 230510_243019 91.1405979496
134 230510_284783 91.1292424428
135 230510_310167 91.1498248323
136 230510_352748 91.1309375963
137 230510_378272 91.1538089919
138 230510_418791 91.1510375877
139 230510_445188 91.1676120967
140 230510_472678 91.1223648256
141 230510_515258 91.1555232818
142 230510_541219 91.3921663446
143 230510_582506 91.4037194982
144 230510_609947 91.1404946673
145 230510_652939 91.1213614636
146 230510_679364 91.1398969653
147 230510_706499 91.1488976292
148 230510_749041 91.146251529
149 230510_774864 91.1587737572
150 230510_818227 91.1208443133
151 230510_845703 91.1429785404
152 230510_873816 91.1507304452
153 230510_916015 91.1715648702
154 230510_942897 91.1302691262
155 230510_986070 91.1471008208
156 230511_012778 91.1429302856
157 230511_040653 91.1560007799
158 230511_083367 91.1612600548
159 230511_109874 91.1381404456
160 230511_150942 91.1165110108
161 230511_176143 91.1428064715
162 230511_216978 91.1295216942
163 230511_242060 91.1251884815
164 230511_283004 91.1586444366
165 230511_307997 91.1199207794
166 230511_349842 91.3920664932
167 230511_375315 91.4102578739
168 230511_416288 91.1634164558
169 230511_441124 91.1422532778
170 230511_482090 91.1336760822
171 230511_507955 91.3926342762
172 230511_551232 91.1303194325
173 230511_577136 91.1500453266
174 230511_618113 91.1409871759
175 230511_643433 91.1533241167
176 230511_676997 91.1453871799
177 230511_719877 91.139297972
178 230511_745476 91.1444227649
179 230511_772341 91.1204339746
180 230511_813578 91.1480255398
181 230511_839554 91.1254800753
182 230511_881510 91.1439685174
183 230511_907136 91.140741315
184 230511_949551 91.1344161117
185 230511_974712 91.1597230386
186 230512_016126 91.1284961778
187 230512_042129 91.1396814991
188 230512_085417 91.1416068175
189 230512_111935 91.1496871316
190 230512_153435 91.1370941107
191 230512_178265 91.1581576837
192 230512_219147 91.1489707684
193 230512_246092 91.1149538014
194 230512_273852 91.1677325794
195 230512_317131 91.1225708882
196 230512_344534 91.1324315796
197 230512_388269 91.1588571327
198 230512_415229 91.1434970419
199 230512_443777 91.150743643
200 230512_486118 91.1607910935
201 230512_511357 91.1484379886
202 230512_552240 91.119417092
203 230512_577795 91.1672847827
204 230512_619772 91.13852568
205 230512_645101 91.1367239271
206 230512_685791 91.1508825962
207 230512_712773 91.1516442858
208 230512_740654 91.1357743068
209 230512_783684 91.159698461
210 230512_809883 91.1369889198
211 230512_852371 91.1146752538
212 230512_877790 91.1468748245
213 230512_919842 91.1550303007
214 230512_945686 91.3896111233
215 230512_986792 91.1639541431
216 230513_011898 91.3140188195
217 230513_053266 91.814420387
218 230513_078833 92.4785874075
219 230513_119998 93.3688298071
220 230513_144985 94.5684825197
221 230513_185936 96.1795289798
222 230513_211797 97.7563784326
223 230513_253452 99.9939231966
224 230513_279466 102.68586745
225 230513_306985 106.875465837
226 230513_350813 -61.2222100673
227 230513_377901 -51.5516046531
228 230513_419981 139.364270592
229 230513_445456 149.487777974
230 230513_473517 158.336673017
231 230513_516303 -15.4340432795
