1 125803_995740 -27.5028859589
2 125804_030807 -27.498170775
3 125804_058183 -27.4845081813
4 125804_100666 -27.4950909257
5 125804_126972 -27.4821417798
6 125804_154296 -27.5406661943
7 125804_197963 -27.491535219
8 125804_225550 -27.5113509794
9 125804_253585 -27.5658581846
10 125804_296919 -27.5231862815
11 125804_324067 -27.4023941318
12 125804_369175 -28.2121362483
13 125804_397327 -29.3938174934
14 125804_427354 -29.5617674601
15 125804_464961 -29.5584595165
16 125804_497173 -29.0129155457
17 125804_529439 -29.4077636138
18 125804_557181 -29.6671320485
19 125804_599583 -30.4794125175
20 125804_625628 -29.4350853165
21 125804_667514 -29.0379580052
22 125804_695184 -30.156059421
23 125804_724210 -31.394444541
24 125804_769441 -29.9073422616
25 125804_798137 -30.6129003242
26 125804_827741 -30.7783907319
27 125804_858276 -28.6773954422
28 125804_902826 -29.2224634328
29 125804_929206 -30.0472178649
30 125804_956896 -29.7116254497
31 125805_000160 -29.9286768356
32 125805_026053 -30.0714803384
33 125805_068039 -29.1672337395
34 125805_094089 -28.1682674401
35 125805_121500 -30.1487314901
36 125805_163111 -29.9195386299
37 125805_189229 -30.0037675891
38 125805_231076 -29.7244902691
39 125805_257305 -29.32260393
40 125805_300751 -29.3967394385
41 125805_327287 -30.0758111643
42 125805_355380 -29.2839625887
43 125805_399022 -28.938041255
44 125805_425642 -29.4734299325
45 125805_468661 -29.2275284086
46 125805_495218 -28.4013199631
47 125805_523113 -28.6832331336
48 125805_566348 -28.4246831234
49 125805_594389 -28.8965682722
50 125805_623554 -28.1026943259
51 125805_668355 -28.1748791489
52 125805_696615 -28.1659736521
53 125805_726477 -28.9110783299
54 125805_755612 -29.626938852
55 125805_799637 -29.2776965585
56 125805_827989 -29.308207609
57 125805_856993 -28.406718887
58 125805_901550 -28.8248969625
59 125805_929226 -29.5976606023
60 125805_959472 -30.633840681
61 125805_987465 -30.059796346
62 125806_031086 -30.2151490815
63 125806_059560 -30.7638484477
64 125806_102324 -30.4534396476
65 125806_130752 -30.5122159206
66 125806_160798 -29.1799445996
67 125806_189448 -29.0030907533
68 125806_231034 -30.9504069951
